,Database,TF,TargetGene,Tissue,Experiment
0,SPP,YY1,AGPAT1,leukocytes,"YY1 IP - K562 cells, YY1 IP - GM12892 cells, Rep 1, YY1 IP - K562 cells, Rep 2, YY1 IP - GM12878 cells, YY1 IP - GM12891 cells, YY1 IP - K562 cells, Rep 1"
1,SPP,FOXA2,AGPAT1,stemcells,FOXA2 IP - ES D7
2,SPP,USF1,AGPAT1,liver,USF1 IP - HepG2 cells
3,SPP,E2F6,AGPAT1,lung,E2F6 IP - A549 cells
4,SPP,CTCF,AGPAT1,leukocytes,"CTCF IP - K562 cells, Rep 14 , CTCF IP - HeLa cells, Rep 2 , CTCF IP - F36P cells, Rep 7 , CTCF IP - K562 cells, Rep 16 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - K562 cells, Rep 15 , CTCF IP - F36P cells, Rep 19 , CTCF IP - MS1 cells, Rep 4 , CTCF IP - K562 cells, Rep 12 , CTCF IP -  DND , CTCF IP - GM12864 cells, Rep 2 , CTCF IP - K562 cells, CTCF IP - K562 cells, CTCF IP, CTCF IP - F36P cells, Rep 15 , CTCF IP - UT-7 cells, Rep 5 , CTCF IP - UT-7 cells, Rep 6 , CTCF IP - K562 cells, Rep 13 , CTCF IP - K562 cells, Rep 11 , CTCF IP - K562 cells , CTCF IP - GM2255 cells, Rep 2 , CTCF IP - F36P cells, Rep 6 , CTCF IP - UT-7 cells, Rep 3 , CTCF IP - UT-7 cells, Rep 2 , CTCF IP - UT-7 cells, Rep 4 , CTCF IP - F36P cells, Rep 3 , CTCF IP - F36P cells, Rep 11 , CTCF IP - K562 cells, Rep 1 "
5,SPP,SP1,AGPAT1,leukocytes,"SP1 IP - GM12878 cells, SP1 IP - K562 cells"
6,SPP,E2F1,AGPAT1,prostate,"E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 2, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 2, E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4"
7,SPP,GATA1,AGPAT1,leukocytes,"GATA1 ChIP-Seq - SC266, GATA1 ChIP-Seq - K562"
8,SPP,IRF3,AGPAT1,uterus,IRF3 IP - HeLa cells
9,SPP,GABPA,AGPAT1,liver,"GABPA IP, GABPA IP - MCF7 cells, GABPA IP - HepG2 cells, GABPA IP, GABPA IP"
